Søkenavn;Art1;Art2;Art3;Gml1;Gml2;Gml3;Tar1;Tar2;Tar3;EmmaNavn;Kat;Notat;;Ant tegn;Art1,2,3;Gml;HS;Toll NÅ;
PICEA PUNGENS;60231;60231;0;172;172;0;6029021;6029021;;Picea pungens;;;;13;#REF!;#REF!;#REF!;#REF!;
PICEA SIT;60231;60231;0;172;172;0;6029021;6029021;;Picea sitchensis;;;;16;#REF!;#REF!;#REF!;#REF!;
PICEA SITCHENSIS;60231;60231;0;172;172;0;6029021;6029021;;Picea sitchensis;;;;16;#REF!;#REF!;#REF!;#REF!;
PIERIS;60231;60231;0;172;172;0;6029021;6029021;;Pieris spp;;;;10;#REF!;#REF!;#REF!;#REF!;
PIERIS FLO;60231;60231;0;172;172;0;6029021;6029021;;Pieris floribunda;;;;17;#REF!;#REF!;#REF!;#REF!;
PIERIS FLORIBUNDA;60231;60231;0;172;172;0;6029021;6029021;;Pieris floribunda;;;;17;#REF!;#REF!;#REF!;#REF!;
PIERIS FOR;60231;60231;0;172;172;0;6029021;6029021;;Pieris forrestii;;;;16;#REF!;#REF!;#REF!;#REF!;
PIERIS FORRESTII;60231;60231;0;172;172;0;6029021;6029021;;Pieris forrestii;;;;16;#REF!;#REF!;#REF!;#REF!;
PIERIS JAP;60231;60231;0;172;172;0;6029021;6029021;;Pieris japonica;;;;15;#REF!;#REF!;#REF!;#REF!;
PIERIS JAPONICA;60231;60231;0;172;172;0;6029021;6029021;;Pieris japonica;;;;15;#REF!;#REF!;#REF!;#REF!;
PIERIS TAI;60231;60231;0;172;172;0;6029021;6029021;;Pieris taiwanensis;;;;18;#REF!;#REF!;#REF!;#REF!;
PIERIS TAIWANENSIS;60231;60231;0;172;172;0;6029021;6029021;;Pieris taiwanensis;;;;18;#REF!;#REF!;#REF!;#REF!;
PIG;321213;321213;0;835;32129099;0;32129099;32129099;;Pigmenter;;;;9;#REF!;#REF!;#REF!;#REF!;
PIGMENTER;321213;321213;0;836;32129099;0;32129099;32129099;;Pigmenter;;;;9;#REF!;#REF!;#REF!;#REF!;
PILEA;60238;60233;0;152;156;0;6029039;6029023;;Pilea spp;156;;;9;#REF!;#REF!;#REF!;#REF!;
PILEA CAD;60238;60233;0;152;156;0;6029039;6029023;;Pilea cadierei;156;;;14;#REF!;#REF!;#REF!;#REF!;
PILEA CADIEREI;60238;60233;0;152;156;0;6029039;6029023;;Pilea cadierei;156;;;14;#REF!;#REF!;#REF!;#REF!;
PILEA DEP;60238;60233;0;152;156;0;6029039;6029023;;Pilea depressa;156;;;14;#REF!;#REF!;#REF!;#REF!;
PILEA DEPRESSA;60238;60233;0;152;156;0;6029039;6029023;;Pilea depressa;156;;;14;#REF!;#REF!;#REF!;#REF!;
PILEA INV;60238;60233;0;152;156;0;6029039;6029023;;Pilea involucrata;156;;;17;#REF!;#REF!;#REF!;#REF!;
PILEA INVOLUCRATA;60238;60233;0;152;156;0;6029039;6029023;;Pilea involucrata;156;;;17;#REF!;#REF!;#REF!;#REF!;
PILEA LIB;60238;60233;0;152;156;0;6029039;6029023;;Pilea libanensis;156;;;16;#REF!;#REF!;#REF!;#REF!;
PILEA LIBANENSIS;60238;60233;0;152;156;0;6029039;6029023;;Pilea libanensis;156;;;16;#REF!;#REF!;#REF!;#REF!;
PILEA MIC;60238;60233;0;152;156;0;6029039;6029023;;Pilea microphylla;156;;;17;#REF!;#REF!;#REF!;#REF!;
PILEA MICROPHYLLA;60238;60233;0;152;156;0;6029039;6029023;;Pilea microphylla;156;;;17;#REF!;#REF!;#REF!;#REF!;
PILEA NUM;60238;60233;0;152;156;0;6029039;6029023;;Pilea nummulariifolia;156;;;21;#REF!;#REF!;#REF!;#REF!;
PILEA NUMMULARIIFOLIA;60238;60233;0;152;156;0;6029039;6029023;;Pilea nummulariifolia;156;;;21;#REF!;#REF!;#REF!;#REF!;
PILEA PEP;60238;60233;0;152;156;0;6029039;6029023;;Pilea peperomiodes;156;;;18;#REF!;#REF!;#REF!;#REF!;
PILEA PEPEROMIODES;60238;60233;0;152;156;0;6029039;6029023;;Pilea peperomiodes;156;;;18;#REF!;#REF!;#REF!;#REF!;
PILEA REP;60238;60233;0;152;156;0;6029039;6029023;;Pilea repens;156;;;12;#REF!;#REF!;#REF!;#REF!;
PILEA REPENS;60238;60233;0;152;156;0;6029039;6029023;;Pilea repens;156;;;12;#REF!;#REF!;#REF!;#REF!;
PILEA SER;60238;60233;0;152;156;0;6029039;6029023;;Pilea serpyllacea;156;;;17;#REF!;#REF!;#REF!;#REF!;
PILEA SERPYLLACEA;60238;60233;0;152;156;0;6029039;6029023;;Pilea serpyllacea;156;;;17;#REF!;#REF!;#REF!;#REF!;
PILOSOCEREUS;60238;60233;0;152;156;0;6029039;6029023;;Pilosocereus spp;156;;;16;#REF!;#REF!;#REF!;#REF!;
PILOSOCEREUS PAL;60238;60233;0;152;156;0;6029039;6029023;;Pilosocereus palmeri;156;;;20;#REF!;#REF!;#REF!;#REF!;
PILOSOCEREUS PALMERI;60238;60233;0;152;156;0;6029039;6029023;;Pilosocereus palmeri;156;;;20;#REF!;#REF!;#REF!;#REF!;
PIMPINELLA;60243;60243;0;114;114;0;6029049;6029049;;Pimpinella spp;;;;14;#REF!;#REF!;#REF!;#REF!;
PIMPINELLA ANI;60243;60243;0;114;114;0;6029049;6029049;;Pimpinella anisum/anis;;;;22;#REF!;#REF!;#REF!;#REF!;
PIMPINELLA ANISUM/ANIS;60243;60243;0;114;114;0;6029049;6029049;;Pimpinella anisum/anis;;;;22;#REF!;#REF!;#REF!;#REF!;
PINEA;60415;60415;0;254;254;0;6049000;6049000;;Pinea maritima (kongler);;;;24;#REF!;#REF!;#REF!;#REF!;
PINEA MARITIMA;60415;60415;0;254;254;0;6049000;6049000;;Pinea maritima (kongler);;;;24;#REF!;#REF!;#REF!;#REF!;
PINGUICULA;60243;60243;0;114;114;0;6029049;6029049;;Pinguicula spp;;;;14;#REF!;#REF!;#REF!;#REF!;
PINGUICULA WES;60243;60243;0;114;114;0;6029049;6029049;;Pinguicula weser;;;;16;#REF!;#REF!;#REF!;#REF!;
PINGUICULA WESER;60243;60243;0;114;114;0;6029049;6029049;;Pinguicula weser;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS;60231;60231;0;172;172;0;6029021;6029021;;Pinus spp;;;;9;#REF!;#REF!;#REF!;#REF!;
PINUS ARI;60231;60231;0;172;172;0;6029021;6029021;;Pinus aristata;;;;14;#REF!;#REF!;#REF!;#REF!;
PINUS ARISTATA;60231;60231;0;172;172;0;6029021;6029021;;Pinus aristata;;;;14;#REF!;#REF!;#REF!;#REF!;
PINUS CEM;60231;60231;0;172;172;0;6029021;6029021;;Pinus cembra;;;;12;#REF!;#REF!;#REF!;#REF!;
PINUS CEMBRA;60231;60231;0;172;172;0;6029021;6029021;;Pinus cembra;;;;12;#REF!;#REF!;#REF!;#REF!;
PINUS CON;60231;60231;0;172;172;0;6029021;6029021;;Pinus contorta;;;;14;#REF!;#REF!;#REF!;#REF!;
PINUS CONTORTA;60231;60231;0;172;172;0;6029021;6029021;;Pinus contorta;;;;14;#REF!;#REF!;#REF!;#REF!;
Pinus halepensis;60412;60412;0;252;252;0;6042099;6042099;;Pinus halepensis (pyntegrønt);;;;29;#REF!;#REF!;#REF!;#REF!;
PINUS JEF;60231;60231;0;172;172;0;6029021;6029021;;Pinus jeffreyi;;;;14;#REF!;#REF!;#REF!;#REF!;
PINUS JEFFREYI;60231;60231;0;172;172;0;6029021;6029021;;Pinus jeffreyi;;;;14;#REF!;#REF!;#REF!;#REF!;
PINUS KOR;60231;60231;0;172;172;0;6029021;6029021;;Pinus koraiensis;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS KORAIENSIS;60231;60231;0;172;172;0;6029021;6029021;;Pinus koraiensis;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS LEU;60231;60231;0;172;172;0;6029021;6029021;;Pinus leucodermis;;;;17;#REF!;#REF!;#REF!;#REF!;
PINUS LEUCODERMIS;60231;60231;0;172;172;0;6029021;6029021;;Pinus leucodermis;;;;17;#REF!;#REF!;#REF!;#REF!;
PINUS MUG;60231;60231;0;172;172;0;6029021;6029021;;Pinus mugo;;;;10;#REF!;#REF!;#REF!;#REF!;
PINUS MUGO;60231;60231;0;172;172;0;6029021;6029021;;Pinus mugo;;;;10;#REF!;#REF!;#REF!;#REF!;
PINUS NIG;60231;60231;0;172;172;0;6029021;6029021;;Pinus nigra;;;;11;#REF!;#REF!;#REF!;#REF!;
PINUS NIGRA;60231;60231;0;172;172;0;6029021;6029021;;Pinus nigra;;;;11;#REF!;#REF!;#REF!;#REF!;
PINUS PAR;60231;60231;0;172;172;0;6029021;6029021;;Pinus parviflora;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS PARVIFLORA;60231;60231;0;172;172;0;6029021;6029021;;Pinus parviflora;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS PEU;60231;60231;0;172;172;0;6029021;6029021;;Pinus peuce;;;;11;#REF!;#REF!;#REF!;#REF!;
PINUS PEUCE;60231;60231;0;172;172;0;6029021;6029021;;Pinus peuce;;;;11;#REF!;#REF!;#REF!;#REF!;
PINUS PIN;60231;60231;0;172;172;0;6029021;6029021;;Pinus pinea;;;;11;#REF!;#REF!;#REF!;#REF!;
PINUS PINEA;60231;60231;0;172;172;0;6029021;6029021;;Pinus pinea;;;;11;#REF!;#REF!;#REF!;#REF!;
PINUS PON;60231;60231;0;172;172;0;6029021;6029021;;Pinus ponderosa;;;;15;#REF!;#REF!;#REF!;#REF!;
PINUS PONDEROSA;60231;60231;0;172;172;0;6029021;6029021;;Pinus ponderosa;;;;15;#REF!;#REF!;#REF!;#REF!;
PINUS PUM;60231;60231;0;172;172;0;6029021;6029021;;Pinus pumila;;;;12;#REF!;#REF!;#REF!;#REF!;
PINUS PUMILA;60231;60231;0;172;172;0;6029021;6029021;;Pinus pumila;;;;12;#REF!;#REF!;#REF!;#REF!;
PINUS SCH;60231;60231;0;172;172;0;6029021;6029021;;Pinus schwerinii;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS SCHWERINII;60231;60231;0;172;172;0;6029021;6029021;;Pinus schwerinii;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS STR;60231;60231;0;172;172;0;6029021;6029021;;Pinus strobus;;;;13;#REF!;#REF!;#REF!;#REF!;
PINUS STROBUS;60231;60231;0;172;172;0;6029021;6029021;;Pinus strobus;;;;13;#REF!;#REF!;#REF!;#REF!;
PINUS SYL;60231;60231;0;172;172;0;6029021;6029021;;Pinus sylvestris;;;;16;#REF!;#REF!;#REF!;#REF!;
PINUS SYLVESTRIS;60231;60231;0;172;172;0;6029021;6029021;;Pinus sylvestris;;;;16;#REF!;#REF!;#REF!;#REF!;
PISONIA;60231;60231;0;172;172;0;6029021;6029021;;Pisonia spp;;;;11;#REF!;#REF!;#REF!;#REF!;
PISONIA UMB;60231;60231;0;172;172;0;6029021;6029021;;Pisonia umbellifera;;;;19;#REF!;#REF!;#REF!;#REF!;
PISONIA UMBELLIFERA;60231;60231;0;172;172;0;6029021;6029021;;Pisonia umbellifera;;;;19;#REF!;#REF!;#REF!;#REF!;
PISTACIA;60238;60233;0;152;156;0;6029039;6029023;;Pistacia spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
PISTACIA LEN;60238;60233;0;152;156;0;6029039;6029023;;Pistacia lentiscus;156;;;18;#REF!;#REF!;#REF!;#REF!;
PISTACIA LENTISCUS;60238;60233;0;152;156;0;6029039;6029023;;Pistacia lentiscus;156;;;18;#REF!;#REF!;#REF!;#REF!;
PISTIA;60232;60232;60232;220;220;220;6029022;6029022;6029022;*VANNPLANTE Pistia stratiotes;VANNPLANTER;;;29;FORBUDT;STOPP!;RESTRIKSJONER;;
PISTIA STR;60232;60232;60232;220;220;220;6029022;6029022;6029022;*VANNPLANTE Pistia stratiotes;VANNPLANTER;;;29;FORBUDT;STOPP!;RESTRIKSJONER;;
PISTIA STRATIOTES;60232;60232;60232;220;220;220;6029022;6029022;6029022;*VANNPLANTE Pistia stratiotes;VANNPLANTER;;;29;FORBUDT;STOPP!;RESTRIKSJONER;;
PISUM;60238;60233;0;152;156;0;6029039;6029023;;Pisum spp;156;;;9;#REF!;#REF!;#REF!;#REF!;
PISUM SAT;60238;60233;0;152;156;0;6029039;6029023;;Pisum sativum;156;;;13;#REF!;#REF!;#REF!;#REF!;
PISUM SATIVUM;60238;60233;0;152;156;0;6029039;6029023;;Pisum sativum;156;;;13;#REF!;#REF!;#REF!;#REF!;
PITTOSPORUM;60238;60233;0;152;156;0;6029039;6029023;;Pittosporum spp;156;;;15;#REF!;#REF!;#REF!;#REF!;
PITTOSPORUM TOB;60238;60233;0;152;156;0;6029039;6029023;;Pittosporum tobira;156;;;18;#REF!;#REF!;#REF!;#REF!;
PITTOSPORUM TOBIRA;60238;60233;0;152;156;0;6029039;6029023;;Pittosporum tobira;156;;;18;#REF!;#REF!;#REF!;#REF!;
PITTOSPORUM UND;60238;60233;0;152;156;0;6029039;6029023;;Pittosporum undulatum;156;;;21;#REF!;#REF!;#REF!;#REF!;
PITTOSPORUM UNDULATUM;60238;60233;0;152;156;0;6029039;6029023;;Pittosporum undulatum;156;;;21;#REF!;#REF!;#REF!;#REF!;
PITYROGRAMMA;60238;60233;0;152;156;0;6029039;6029023;;Pityrogramma spp;156;;;16;#REF!;#REF!;#REF!;#REF!;
PITYROGRAMMA CAL;60238;60233;0;152;156;0;6029039;6029023;;Pityrogramma calomelanos;156;;;24;#REF!;#REF!;#REF!;#REF!;
PITYROGRAMMA CALOMELANOS;60238;60233;0;152;156;0;6029039;6029023;;Pityrogramma calomelanos;156;;;24;#REF!;#REF!;#REF!;#REF!;
PLANTAGO;60238;60233;0;152;156;0;6029039;6029023;;Plantago spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
PLANTAGO LAN;60238;60233;0;152;156;0;6029039;6029023;;Plantago lancifolia;156;;;19;#REF!;#REF!;#REF!;#REF!;
PLANTAGO LANCIFOLIA;60238;60233;0;152;156;0;6029039;6029023;;Plantago lancifolia;156;;;19;#REF!;#REF!;#REF!;#REF!;
PLANTEJORD;253012;253012;0;837;25309000;0;25309000;25309000;;Plantejord (p2 pliktig);;;;23;#REF!;#REF!;#REF!;#REF!;
PLANTPAPER;270310;270310;0;838;27030002;0;27030001;27030001;;Plantpaper plugs(torvbriketter);;;;31;#REF!;#REF!;#REF!;#REF!;
PLANTPAPER PLUGS;270310;270310;0;839;27030002;0;27030001;27030001;;Plantpaper plugs(torvbriketter);;;;31;#REF!;#REF!;#REF!;#REF!;
PLAST;392613;392613;0;840;39264000;0;39264000;39264000;;Plastdekor;;;;10;#REF!;#REF!;#REF!;#REF!;
PLASTBOKSER;392312;392312;0;841;39231006;0;39231006;39231006;;Plastpotter;;;;11;#REF!;#REF!;#REF!;#REF!;
PLASTDEKOR;392613;392613;0;843;39264000;0;39264000;39264000;;Plastdekor;;;;10;#REF!;#REF!;#REF!;#REF!;
PLASTDEKOR;392613;392613;0;844;39264000;0;39264000;39264000;;Plastdekor;;;;10;#REF!;#REF!;#REF!;#REF!;
PLASTESKER;392312;392312;0;845;39231006;0;39231006;39231006;;Plastpotter;;;;11;#REF!;#REF!;#REF!;#REF!;
PLASTFOLIE;392010;392010;0;846;39201000;0;39201000;39201000;;Plastfolie;;;;10;#REF!;#REF!;#REF!;#REF!;
PLASTKASSER;392312;392312;0;847;39231006;0;39231006;39231006;;Plastpotter;;;;11;#REF!;#REF!;#REF!;#REF!;
PLASTPOSER;392317;392317;0;848;39232990;0;39232990;39232990;;Plastposer;;;;10;#REF!;#REF!;#REF!;#REF!;
PLASTPOSER;392317;392317;0;849;39232990;0;39232990;39232990;;Sleeves/Plastposer;;;;18;#REF!;#REF!;#REF!;#REF!;
PLASTPOTTER;392312;392312;0;850;39231006;0;39231006;39231006;;Plastpotter;;;;11;#REF!;#REF!;#REF!;#REF!;
PLASTRULLER;392328;392328;0;851;39239006;0;39239006;39239006;;Ruller med plast;;;;16;#REF!;#REF!;#REF!;#REF!;
Platanthera;60112;60112;0;244;244;0;6012000;6012000;;Platanthera spp;;;;15;#REF!;#REF!;#REF!;#REF!;
PLATTYSPERNUM;60415;60415;0;254;254;0;6049000;6049000;;Plattyspernum cones (kongler);;;;29;#REF!;#REF!;#REF!;#REF!;
PLATTYSPERNUM CONES;60415;60415;0;254;254;0;6049000;6049000;;Plattyspernum cones (kongler);;;;29;#REF!;#REF!;#REF!;#REF!;
PLATYCERIUM;60238;60233;0;152;156;0;6029039;6029023;;Platycerium spp;156;;;15;#REF!;#REF!;#REF!;#REF!;
PLATYCERIUM BIF;60238;60233;0;152;156;0;6029039;6029023;;Platycerium bifurcatum;156;;;22;#REF!;#REF!;#REF!;#REF!;
PLATYCERIUM BIFURCATUM;60238;60233;0;152;156;0;6029039;6029023;;Platycerium bifurcatum;156;;;22;#REF!;#REF!;#REF!;#REF!;
PLATYCERIUM GRA;60238;60233;0;152;156;0;6029039;6029023;;Platycerium grande;156;;;18;#REF!;#REF!;#REF!;#REF!;
PLATYCERIUM GRANDE;60238;60233;0;152;156;0;6029039;6029023;;Platycerium grande;156;;;18;#REF!;#REF!;#REF!;#REF!;
PLATYCLADUS;60231;60231;0;172;172;0;6029021;6029021;;Platycladus spp;;;;15;#REF!;#REF!;#REF!;#REF!;
PLATYCLADUS ORI;60231;60231;0;172;172;0;6029021;6029021;;Platycladus orientalis;;;;22;#REF!;#REF!;#REF!;#REF!;
PLATYCLADUS ORIENTALIS;60231;60231;0;172;172;0;6029021;6029021;;Platycladus orientalis;;;;22;#REF!;#REF!;#REF!;#REF!;
PLATYCODON;60243;60243;0;114;114;0;6029049;6029049;;Platycodon spp;;;;14;#REF!;#REF!;#REF!;#REF!;
PLATYCODON GRA;60243;60243;0;114;114;0;6029049;6029049;;Platycodon grandiflorus;;;;23;#REF!;#REF!;#REF!;#REF!;
PLATYCODON GRANDIFLORUS;60243;60243;0;114;114;0;6029049;6029049;;Platycodon grandiflorus;;;;23;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus spp;156;;;16;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS COL;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus coleoides;156;;;22;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS COLEOIDES;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus coleoides;156;;;22;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS HIL;60243;60243;0;114;114;0;6029049;6029049;;Plectranthus hilliardiae;;;;24;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS HILLIARDIAE;60243;60243;0;114;114;0;6029049;6029049;;Plectranthus hilliardiae;;;;24;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS HYB;60243;60243;0;114;114;0;6029049;6029049;;Plectranthus hybrid;;;;19;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS HYBRID;60243;60243;0;114;114;0;6029049;6029049;;Plectranthus hybrid;;;;19;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS OER;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus oertendahlii;156;;;25;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS OERTENDAHLII;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus oertendahlii;156;;;25;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS X H;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus x hydbrid;156;;;22;#REF!;#REF!;#REF!;#REF!;
PLECTRANTHUS X HYDBRID;60238;60233;0;152;156;0;6029039;6029023;;Plectranthus x hydbrid;156;;;22;#REF!;#REF!;#REF!;#REF!;
PLEIOBLASTUS;60238;60233;0;152;156;0;6029039;6029023;;Pleioblastus spp;156;;;16;#REF!;#REF!;#REF!;#REF!;
PLEIOBLASTUS VAR;60238;60233;0;152;156;0;6029039;6029023;;Pleioblastus variegatus;156;;;23;#REF!;#REF!;#REF!;#REF!;
PLEIOBLASTUS VARIEGATUS;60238;60233;0;152;156;0;6029039;6029023;;Pleioblastus variegatus;156;;;23;#REF!;#REF!;#REF!;#REF!;
Pleione;60112;60112;0;244;244;0;6012000;6012000;;Pleione spp;;;;11;#REF!;#REF!;#REF!;#REF!;
PLEIONE HYB;60112;60112;0;244;244;0;6012000;6012000;;Pleione hybrid;;;;14;#REF!;#REF!;#REF!;#REF!;
PLEIONE HYBRID;60112;60112;0;244;244;0;6012000;6012000;;Pleione hybrid;;;;14;#REF!;#REF!;#REF!;#REF!;
PLEIOSPILOS;60238;60233;0;152;156;0;6029039;6029023;;Pleiospilos spp;156;;;15;#REF!;#REF!;#REF!;#REF!;
PLEIOSPILOS BOL;60238;60233;0;152;156;0;6029039;6029023;;Pleiospilos bolusii;156;;;19;#REF!;#REF!;#REF!;#REF!;
PLEIOSPILOS BOLUSII;60238;60233;0;152;156;0;6029039;6029023;;Pleiospilos bolusii;156;;;19;#REF!;#REF!;#REF!;#REF!;
PLEIOSPILOS NEL;60238;60233;0;152;156;0;6029039;6029023;;Pleiospilos nelii;156;;;17;#REF!;#REF!;#REF!;#REF!;
PLEIOSPILOS NELII;60238;60233;0;152;156;0;6029039;6029023;;Pleiospilos nelii;156;;;17;#REF!;#REF!;#REF!;#REF!;
PLEOMELE;60238;60233;0;152;156;0;6029039;6029023;;Pleomele spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
Pleurothallis;60112;60112;0;244;244;0;6012000;6012000;;Pleurothallis spp;;;;17;#REF!;#REF!;#REF!;#REF!;
PLUGS;270310;270310;0;852;27030002;0;27030001;27030001;;Plantpaper plugs(torvbriketter);;;;31;#REF!;#REF!;#REF!;#REF!;
PLUMBAGO;60243;60243;0;114;114;0;6029049;6029049;;Plumbago spp;;;;12;#REF!;#REF!;#REF!;#REF!;
PLUMBAGO AUR;60243;60243;0;114;114;0;6029049;6029049;;Plumbago auriculata;;;;19;#REF!;#REF!;#REF!;#REF!;
PLUMBAGO AURICULATA;60243;60243;0;114;114;0;6029049;6029049;;Plumbago auriculata;;;;19;#REF!;#REF!;#REF!;#REF!;
PLUMBAGO IND;60243;60243;0;114;114;0;6029049;6029049;;Plumbago indica;;;;15;#REF!;#REF!;#REF!;#REF!;
PLUMBAGO INDICA;60243;60243;0;114;114;0;6029049;6029049;;Plumbago indica;;;;15;#REF!;#REF!;#REF!;#REF!;
PLUMERIA;60243;60243;0;114;114;0;6029049;6029049;;Plumeria spp;;;;12;#REF!;#REF!;#REF!;#REF!;
PLUMERIA OBT;60243;60243;0;114;114;0;6029049;6029049;;Plumeria obtusa;;;;15;#REF!;#REF!;#REF!;#REF!;
PLUMERIA OBTUSA;60243;60243;0;114;114;0;6029049;6029049;;Plumeria obtusa;;;;15;#REF!;#REF!;#REF!;#REF!;
PLUMERIA RUB;60243;60243;0;114;114;0;6029049;6029049;;Plumeria rubra;;;;14;#REF!;#REF!;#REF!;#REF!;
PLUMERIA RUBRA;60243;60243;0;114;114;0;6029049;6029049;;Plumeria rubra;;;;14;#REF!;#REF!;#REF!;#REF!;
PODOCARPUS;60231;60231;0;172;172;0;6029021;6029021;;Podocarpus spp;;;;14;#REF!;#REF!;#REF!;#REF!;
PODOCARPUS LAW;60238;60233;0;152;156;0;6029039;6029023;;Podocarpus lawrencei;156;;;20;#REF!;#REF!;#REF!;#REF!;
PODOCARPUS LAWRENCEI;60238;60233;0;152;156;0;6029039;6029023;;Podocarpus lawrencei;156;;;20;#REF!;#REF!;#REF!;#REF!;
PODOCARPUS MAC;60231;60231;0;172;172;0;6029021;6029021;;Podocarpus macrophyllus;;;;23;#REF!;#REF!;#REF!;#REF!;
PODOCARPUS MACROPHYLLUS;60231;60231;0;172;172;0;6029021;6029021;;Podocarpus macrophyllus;;;;23;#REF!;#REF!;#REF!;#REF!;
PODOPHYLLUM;60238;60233;0;152;156;0;6029039;6029023;;Podophyllum spp;156;;;15;#REF!;#REF!;#REF!;#REF!;
PODOPHYLLUM HEX;60238;60233;0;152;156;0;6029039;6029023;;Podophyllum hexandrum;156;;;21;#REF!;#REF!;#REF!;#REF!;
PODOPHYLLUM HEXANDRUM;60238;60233;0;152;156;0;6029039;6029023;;Podophyllum hexandrum;156;;;21;#REF!;#REF!;#REF!;#REF!;
PODOPHYLLUM PEL;60238;60233;0;152;156;0;6029039;6029023;;Podophyllum peltatum;156;;;20;#REF!;#REF!;#REF!;#REF!;
PODOPHYLLUM PELTATUM;60238;60233;0;152;156;0;6029039;6029023;;Podophyllum peltatum;156;;;20;#REF!;#REF!;#REF!;#REF!;
POGONATHERUM;60238;60233;0;152;156;0;6029039;6029023;;Pogonatherum spp;156;;;16;#REF!;#REF!;#REF!;#REF!;
POGONATHERUM PAN;60238;60233;0;152;156;0;6029039;6029023;;Pogonatherum paniceum;156;;;21;#REF!;#REF!;#REF!;#REF!;
POGONATHERUM PANICEUM;60238;60233;0;152;156;0;6029039;6029023;;Pogonatherum paniceum;156;;;21;#REF!;#REF!;#REF!;#REF!;
POI;60239;60240;0;110;111;0;6029043;6029043;;Poinsettia spp;111;;;14;#REF!;#REF!;#REF!;#REF!;
POINSETTIA;60239;60240;0;110;111;0;6029043;6029043;;Poinsettia spp;111;;;14;#REF!;#REF!;#REF!;#REF!;
POINSETTIA PUL;60239;60239;0;110;110;0;6029043;6029043;;Poinsettia pulcherima;110;Tollvarer;;21;#REF!;#REF!;#REF!;#REF!;
POINSETTIA PULCHERIMA;60239;60239;0;110;110;0;6029043;6029043;;Poinsettia pulcherima;110;Tollvarer;;21;#REF!;#REF!;#REF!;#REF!;
POLASKIA;60238;60233;0;152;156;0;6029039;6029023;;Polaskia spp;156;;;12;#REF!;#REF!;#REF!;#REF!;
POLASKIA CHI;60238;60233;0;152;156;0;6029039;6029023;;Polaskia chichipe;156;;;17;#REF!;#REF!;#REF!;#REF!;
POLASKIA CHICHIPE;60238;60233;0;152;156;0;6029039;6029023;;Polaskia chichipe;156;;;17;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM;60232;60232;0;220;220;0;6029022;6029022;;Polemonium spp;;;;14;#REF!;#REF!;#REF!;#REF!;
Polemonium;60232;60232;0;220;220;0;6029022;6029022;;Polemonium spp;;;;14;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM BOR;60232;60232;0;220;220;0;6029022;6029022;;Polemonium boreale;;;;18;#REF!;#REF!;#REF!;#REF!;
Polemonium bor;60232;60232;0;220;220;0;6029022;6029022;;Polemonium borale;;;;17;#REF!;#REF!;#REF!;#REF!;
Polemonium borale;60232;60232;0;220;220;0;6029022;6029022;;Polemonium borale;;;;17;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM BOREALE;60232;60232;0;220;220;0;6029022;6029022;;Polemonium boreale;;;;18;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM CAE;60232;60232;0;220;220;0;6029022;6029022;;Polemonium caeruleum;;;;20;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM CAERULEUM;60232;60232;0;220;220;0;6029022;6029022;;Polemonium caeruleum;;;;20;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM PAU;60232;60232;0;220;220;0;6029022;6029022;;Polemonium pauciflorum;;;;22;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM PAUCIFLORUM;60232;60232;0;220;220;0;6029022;6029022;;Polemonium pauciflorum;;;;22;#REF!;#REF!;#REF!;#REF!;
POLEMONIUM REP;60232;60232;0;220;220;0;6029022;6029022;;Polemonium reptans;;;;18;#REF!;#REF!;#REF!;#REF!;
